grp	sc-r	ref	disable	element	style	rank	test	test2	class-extra	message	note	Valid_error	Invalid_error	note_prior	note_prior_prior
TNND	277	13.1	TRUE	para	n3		not(*[@style = 'tec'])			There should be a \\tec character style in this \\n3 paragraph	SC 5 Dec: This seems redundant with 13.2. Perhaps better would be to test for not two tec in one paragraph, like 10.1.		-		
TNND	278	13.2	TRUE	para	n3		not(node()[1] = *[@style = 'tec'])			There should be text in \\tec formatting at the beginning of this paragraph			-		
TNND	279	14.1		para	n1		position() != last()	post=n1 n2 n3 ntn qp q1tn q2tn b b2 b3 p s5 li1 hb1 s3 c gra	post	Only these paragraphs are allowed after a \\n1: \\n1 \\n2 \\n3 \\ntn \\qp \\q1tn \\q2tn \\b \\b2 \\b3 \\p \\s5 \\li1 \\hb1 \\s3 \\gra \\c.		XXD 14:1			
TNND	280	14.2		para	qp		preceding-sibling::*[1][@style = 'qp']		pre	Two \\qp paragraphs, one after the other, are not allowed, unless it is one example with two paragraphs, or you are illustrating parallel lines of Hebrew poetry.		XXD 14:1			
TNND	281	15.1		para	b3		$hasvhyphen and not($posts5hasendashvr2) and not($posts5hasleftround)	$posts5v != $curvr1	post	The first \\s5 below should include the first verse in the \\v verse range here.				(old messages below)	
TNND	282	15.2		para	p		$hasvhyphen and not($posts5hasendashvr2) and not($posts5hasleftround)	$posts5v != $curvr1	pre	The first \\s5 below should include the first verse in the \\v verse range here.				There should be an \\s5 after this that matches the first verse in the verse range. Or the \\s5 should have a verse range.	
TNND	283	15.3	TRUE	para	b3		$prevhyphen and not($pres5hasendashvr2 or $pres5hasleftround) 	$pres5v != $preverser2	post	The last \\s5 above (in the previous verse range) should include the last verse in the previous \\v verse range.				There should be an \\s5 before this that matches the last verse in the preceding verse range.	
TNND	284	15.4	TRUE	para	p		$prevhyphen and not($pres5hasendashvr2 or $pres5hasleftround) 	$pres5v != $preverser2	pre	The last \\s5 above (in the previous verse range) should include the last verse in the previous \\v verse range.					
TNND	285	15.5	TRUE	para	b3		$hasvhyphen and not($posts5beforevhaslrb) 	not(contains($values5beforev,concat(':',$curvr2)))  and not($posts5beforevhasvr2)	post	The last \\s5 below (in this verse range) should include the last verse in this \\v verse range.					
TNND	286	15.6	TRUE	para	p		$hasvhyphen and not($posts5beforevhasvr2) and not($posts5beforevhaslrb) 	not(contains($values5beforev,concat(':',$curvr2)))  and $posts5beforevhasvr2 != true()	post	The last \\s5 below (in this verse range) should include the last verse in this \\v verse range.					
TNND	287	15.7		char	fr		$hascvref or $hasbadcvref		mid	Remove this \\fr and the address. TNs do not use them.					
TNND	288	17.1.1		char	tbb		not(text() = '__')		mid	There should be only two underscore characters in the \\tbb __\\tbb*.		XXD 1:27			
TNND	289	17.1.2	TRUE	char	tbb		text() = '___' or text() = '____'		mid	This \tbb __\tbb* has more than 2 underscore characters.		XXD 1:27			
TNND	290	17.2		char	tbb	5	substring(preceding-sibling::node()[1],string-length(preceding-sibling::node()[1]),1) = ' '		pre	There should not be a space before a \\tbb.		XXD 1:28			
TNND	291	17.3		char	tbb	10	substring(following-sibling::node()[1],1,1) = ' '		post	There should not be a space after a \\tbb*.		XXD 1:28			
TNND	292	18.1		para	ntn		pre=s3 s5 ntn tr ntn qp qns q1tn q2tn li1 li2 gra gj hb1		pre	An \\ntn should be preceeded by a \\s3, \\s5, \\tr, \\ntn, \\qp, \\qns, \\q1tn, \\q2tn, \\li1, \\li2, \\hb1, \\gra, or \\gj.		XXD 18:29-30			
TNND	293	19.1		para	s3	6	not(contains(text(),'General Comment on'))		mid	An \\s3 paragraph always starts with `General Comment on`		XXD 19:1		SC 2 Dec: @Neh 7:5b the text is correct but I still get the tag error. Also, the message should read 'An \\s3 paragraph always...'.	
TNND	294	19.2		para	s3	6	not($hascvref )		mid	This \\s3 paragraph is missing a valid chapter verse reference, or the colon is missing.		XXD 19:1			
TNND	295	19.3		para	s3	5	$hascvref and $hasspacecref	$refwordschapcolon != $prechapter	mid	The chapter number in this \\s3 does not match the current chapter number.		XXD 19:1			
TNND	296	19.4		para	s3		not($prevhyphen) and not($refvendash) and not($hasvlet)	$refcolonv != $preverse	mid	The verse number in this \\s3 does not match the current verse number in \\v above or the hyphen should be a en dash.		XXD 19:1		SC 5 Dec: This seems to be catching the hyphen, but the message then needs to read: 'The hyphen in this \\s3 needs to be an en dash'	
TNND	297	19.4.1		para	s3		not($prevhyphen) and not($refvendash) and $hasvlet	$refcolonvlet != $preverse	mid	The verse number in this \\s3 does not match the current verse number in \\v above.		XXD 19:1			
TNND	298	19.5		para	s3		$hassubvrange and $hascvref 	$refcolonvlet != $preverse	mid	The verse number in this \\s3 does not match the current verse number in \\v above.		XXD 19:2			
TNND	299	19.6		para	s3		($refvendash  and ($lastchartype = '#')) or (contains($reftype,'#$–#')  and ($lastchartype = '#'))	$refcolonvr2 != $preverse	mid	The last verse number in the range in this \\s3 does not match the current verse number in the \\v above.		XXD 19:2			
TNND	300	19.7		para	s3	5	$hascvref and $lastchartype  = '$'	$lastchar != substring($pres5text,string-length($pres5text),1)	mid	The ending verse part does not match the previous \\s5 verse part.	SC 21 Dec: Changed message. Otherwise OK.	XXD 19:2		2022-11-16 won't handle this range 5:6c-7==fixed now, 2022-12-16 test okay	
TNND	301	19.8		para	s3		post=ntn		mid	An \\s3 can only be followed by an \\ntn.		XXD 19:2			
TNND	302	20.3		char	tec		*[@style = 'f']		mid	A \\tec cannot contain a footnote (\\f ...\\f*). It must be after the \\tec*.		XXD 20:32		SC 6 Dec: not working. See XXD 1:32	
TNND	303	22.1		figure	fig	8	not($graparent)		pre	A \\fig must only occur in a \\gra paragraph.		XXD 22:1-3			
TNND	304	22.11	TRUE	para		5	*[@style = 'fig']	not(@style = 'gra')	mid	This is not an \\gra paragraph. A \\fig must only occur in a \\gra paragraph	IM 2023-02-28 22.1 is working so this is not needed now.		-		
TNND	305	22.2		para	gra	8	$countfig + $countf = 2	$countnode != 2	mid	This \\gra has all the required elements of \\fig and a footnote, but also has some other markup, extra spaces or text.	SC 6 Dec: This test does not seem to be working. Please make the message: 'This \\ntn must only have a \\fig and a footnote'.	XXD 22:4,8			
TNND	306	22.2.1		figure	fig		$curpos != 1		pre	The \\fig must be the first item in a \\gra paragraph.	SC 6 Dec: This test does not seem to be working. Please make the message: 'This \\ntn must only have a \\fig and a footnote'.	XXD 22:5			
TNND	307	22.2.2	TRUE	para	gra		$countfig + $countf = 2	$nodecount != 2		This \\gra has all the required elements of \\fig and a footnote, but also has some other markup, extra spaces or text.	same as 22.2		-		
TNND	308	22.3		note	f		$graparent	not(preceding-sibling::*[1][@style = 'fig'] )	pre	The sequence should be \\fig...\\fig*\\f...\\f*. Note no space after \\fig*.		XXD 22:6			
TNND	309	22.4		char	jmp		not($gjparent) and $containsclickhere		pre	This ‘Click here...’ \\jmp should occur as the only item in a \\gj paragraph. The \\gj  para should be immediately after a \\gra paragraph.		XXD 22:3-4			
TNND	310	22.5		note	f		@caller != '+'		pre	The caller for the \\f must be a plus sign.		XXD 22:7			
TNND	311	22.6		figure	fig	2	$hascoloncvref and not($hasspaceinref)	$refattchap != $prechapter	mid	The referenced chapter number for the \\fig does not match the current chapter number.		XXD 22:9			
TNND	312	22.6.2		figure	fig	2	$hascoloncvref and $hasspaceinref		mid	The reference in this \\fig should not contain a book code, and the full stop between chapter and verse must be a colon.		XXD 22:6			
TNND	313	22.6.3	TRUE	figure	fig	2	not($hascoloncvref) and not($hasspaceinref)	$refattchapdot != $prechapter	mid	The referenced chapter number for the \\fig does not match the preceding \\c number.			-		
TNND	314	22.6.4	TRUE	figure	fig	2	not($hascoloncvref) and $hasspaceinref	substring-after($refattchapdot,' ') != $prechapter	mid	The referenced chapter number for the \\fig does not match the preceding \\c number.			-		
TNND	315	22.7		figure	fig		$hascoloncvref and not($hasspaceinref)	$refattverse != $preverse	mid	The referenced verse number for the \\fig does not match the current verse number.		XXD 22:7			
TNND	316	22.7.2		figure	fig		not($hascoloncvref)		mid	The reference should be chapter number then colon then verse number. No book code.		XXD 22:1,3-8			
TNND	317	22.8		para	gra		$countfig + $countf = 1	$countf = 0	mid	This \\gra paragraph is missing the copyright footnote.		XXD 22:10			
TNND	318	22.9		para	gj		$countjmp = 0		mid	This \\gj paragraph is missing a ‘Click here...’ jump link ( \\jmp).		XXD 22:11			
TNND	319	22.9.1		para	gj		$countnode != 1		mid	This \\gj paragraph should contain only one ‘Click here...’ \\jmp item, and no other text or markup.		XXD22:12			
TNND	320	22.9.2		para	gj		pre=gra		pre	The paragraph preceding this \\gj paragraph is not a \\gra.		XXD 22:2,3			
TNND	321	22.10.		para	gra		$countfig + $countf = 1	$countfig = 0	mid	This \\gra paragraph is missing a \\fig.		XXD 22:12			
TNND	322	23.1		para			not(@style = 'b') and not(@style = 'b2')  and not(@style = 'tc2')  and not(@style = 'tc3') and not(@style = 'tc4') and not(@style = 'tc5')	string-length(text()) = 0 and count(*) = 0	mid	This paragraph type should not be empty. Allowed are \\b, \\b2, and , if needed, \\tc2, \\tc3. \\tc4, and \\tc5.		XXD 1:35, 23:1			
TNND	323	23.2		para	b2		following-sibling::*[1][@style = 'b']		pre	A \\b2 should not precede a \\b.		XXD 23:2			
TNND	324	23.3		para	b		following-sibling::*[1][@style = 'b2']		post	A \\b2 should not follow a \\b.		XXD 23:3			
TNND	325	23.4		para	b2		count(node()) > 0		mid	A \\b2 paragraph should be empty.		XXD 23:1			
TNND	326	23.5		para	b		count(node()) > 0		mid	A \\b paragraph should be empty.		XXD 23:1			
TNND	327	24.1		para	ntn		char[@style = 'tec']		mid	An \\ntn should not contain a \\tec.		XXD 24:1			
TNND	328	25.1	TRUE	para	n1		next-pair=n2 n3						-		
TNND	329	26.1		para		5	contains(text(),$sq) or contains(text(),$dq) 		mid	This paragraph contains a straight quote mark. It should be a curly quote mark.		XXD 26:1			
TNND	330	26.2		char		5	contains(text(),$sq) or contains(text(),$dq) 		mid	This character SFM contains a straight quote mark. It should be a curly quote mark.		XXD 26:1			
TNND	331	26.3		cell			contains(text(),$sq) or contains(text(),$dq) 		mid	This table cell contains a straight quote mark. It should be a curly quote mark.		XXD 26:1			
TNND	332	27.1	TRUE	note	f		(contains($indqstr1,$ldq) and not(contains($indqstr1,$lsq))) or (contains($indqstr2,$ldq) and not(contains($indqstr2,$lsq))) or (contains($indqstr3,$ldq) and not(contains($indqstr3,$lsq))) or (contains($indqstr4,$ldq) and not(contains($indqstr4,$lsq)))		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes.					
TNND	333	27.2	TRUE	note	f		(translate($indqstr1,$ldq,'') != $indqstr1  and translate($indqstr1,$lsq,'') = $indqstr1) or (translate($indqstr2,$ldq,'') != $indqstr2 and translate($indqstr2,$lsq,'') = $indqstr2) or (translate($indqstr3,$ldq,'') != $indqstr3 and translate($indqstr3,$lsq,'') = $indqstr3) or (translate($indqstr4,$ldq,'') != $indqstr4 and translate($indqstr4,$lsq,'') = $indqstr4)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes.					
TNND	334	27.3	TRUE	note	f		(contains($indqstr1,$ldq) and contains($indqstr1,$lsq) and contains($indqstr1,$rsq)) or  (contains($indqstr2,$ldq) and contains($indqstr2,$lsq) and contains($indqstr2,$rsq)) or  (contains($indqstr3,$ldq) and contains($indqstr3,$lsq) and contains($indqstr3,$rsq)) or  (contains($indqstr4,$ldq) and contains($indqstr4,$lsq) and contains($indqstr4,$rsq))		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. See third double quote.					
TNND	335	27.1		note	f	5	translate($postchar1,$invalidpuncpost-f,$invalidpuncpost-f-sub) = '%'		post	Footnotes always occur after punctuation.		XXD 100:1, 2nd \n1, fn 1.			
TNND	336	27.2		note	f	0	translate($postchar1,$letulcnumb,$letulcnumbsub) = '$'		post	There must be a space after the end of the footnote (\\f*).		XXD 100:1, last \n2, fn 4.			
TNND	337	27.3		note	f		translate($pretextlastchar,' ','_') = '_'		pre	There should not be a space in front of the footnote.					
TNND	338	27.4		note	f		(contains($indqstr1,$ldq) and $sqdiff1 = 0) or (contains($indqstr2,$ldq) and $sqdiff2 = 0) or (contains($indqstr3,$ldq) and $sqdiff3 = 0) or (contains($indqstr4,$ldq) and $sqdiff4 = 0) or (contains($indqstr5,$ldq) and $sqdiff5 = 0) or (contains($indqstr6,$ldq) and $sqdiff6 = 0) or (contains($indqstr7,$ldq) and $sqdiff7 = 0) or (contains($indqstr8,$ldq) and $sqdiff8 = 0) or (contains($indqstr9,$ldq) and $sqdiff9 = 0) or (contains($indqstr10,$ldq) and $sqdiff10 = 0)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. 					
TNND	339	27.5	TRUE	para	n1		(contains($indqstr1,$ldq) and $sqdiff1 = 0) or (contains($indqstr2,$ldq) and $sqdiff2 = 0) or (contains($indqstr3,$ldq) and $sqdiff3 = 0) or (contains($indqstr4,$ldq) and $sqdiff4 = 0) or (contains($indqstr5,$ldq) and $sqdiff5 = 0) or (contains($indqstr6,$ldq) and $sqdiff6 = 0) or (contains($indqstr7,$ldq) and $sqdiff7 = 0) or (contains($indqstr8,$ldq) and $sqdiff8 = 0) or (contains($indqstr9,$ldq) and $sqdiff9 = 0) or (contains($indqstr10,$ldq) and $sqdiff10 = 0)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. 					
TNND	340	27.6	TRUE	para	n2		(contains($indqstr1,$ldq) and $sqdiff1 = 0) or (contains($indqstr2,$ldq) and $sqdiff2 = 0) or (contains($indqstr3,$ldq) and $sqdiff3 = 0) or (contains($indqstr4,$ldq) and $sqdiff4 = 0) or (contains($indqstr5,$ldq) and $sqdiff5 = 0) or (contains($indqstr6,$ldq) and $sqdiff6 = 0) or (contains($indqstr7,$ldq) and $sqdiff7 = 0) or (contains($indqstr8,$ldq) and $sqdiff8 = 0) or (contains($indqstr9,$ldq) and $sqdiff9 = 0) or (contains($indqstr10,$ldq) and $sqdiff10 = 0)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. 					
TNND	341	27.7	TRUE	para	n3		(contains($indqstr1,$ldq) and $sqdiff1 = 0) or (contains($indqstr2,$ldq) and $sqdiff2 = 0) or (contains($indqstr3,$ldq) and $sqdiff3 = 0) or (contains($indqstr4,$ldq) and $sqdiff4 = 0) or (contains($indqstr5,$ldq) and $sqdiff5 = 0) or (contains($indqstr6,$ldq) and $sqdiff6 = 0) or (contains($indqstr7,$ldq) and $sqdiff7 = 0) or (contains($indqstr8,$ldq) and $sqdiff8 = 0) or (contains($indqstr9,$ldq) and $sqdiff9 = 0) or (contains($indqstr10,$ldq) and $sqdiff10 = 0)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. 					
TNND	342	27.8	TRUE	para	ntn		(contains($indqstr1,$ldq) and $sqdiff1 = 0) or (contains($indqstr2,$ldq) and $sqdiff2 = 0) or (contains($indqstr3,$ldq) and $sqdiff3 = 0) or (contains($indqstr4,$ldq) and $sqdiff4 = 0) or (contains($indqstr5,$ldq) and $sqdiff5 = 0) or (contains($indqstr6,$ldq) and $sqdiff6 = 0) or (contains($indqstr7,$ldq) and $sqdiff7 = 0) or (contains($indqstr8,$ldq) and $sqdiff8 = 0) or (contains($indqstr9,$ldq) and $sqdiff9 = 0) or (contains($indqstr10,$ldq) and $sqdiff10 = 0)		mid	Quotes within quotes of scholars need to be adjusted to single quotes and so forth through the levels of quotes. 					
TNND	343	27.9		note	f		not(contains($presibtext1last12,normalize-space(*[@style = 'fq']/text())))	not(preceding-sibling::*[@style = 'trs'])	pre	The \\fq marker can only be used on the word or phrase immediately preceding the \\f marker.					
TNND	344	27.11		note	f		not(contains(preceding-sibling::*[@style = 'trs'],normalize-space(*[@style = 'fq']/text())))	preceding-sibling::*[@style = 'trs']	pre	The \\fq marker can only be used on the word contained inte the preceding \\trs...\\trs*.					
TNND	345	28.1		char	rgi	1	$presibnode1 = $presibtext1	translate($pretextlastchar,' ,.?!):”’','#########') = '#'	pre	The \\rgi should be immediately after the word it modifies.					
TNND	346	28.2		char	rgm	1	$presibnode1 = $presibtext1	translate($pretextlastchar,' ,.?!):”’','#########') = '#'	pre	The \\rgm should be immediately after the word it modifies.					
TNND	347	28.3		char	rgi	2	$postsibnode1 = $postsibtext1	translate($postchar1,$letulc,$letulcsub) = '$'	post	A letter should not immediately follow an \\rgi*.					
TNND	348	28.5		char	rgm	2	$postsibnode1 = $postsibtext1	translate($postchar1,$letulc,$letulcsub) = '$'	post	A letter should not immediately follow an \\rgm*.					
TNND	349	28.4		char	rgi	5	not(parent::*[@style = 'imp'] or preceding-sibling::*[1][@style = 'imp'])			This \\rgi SFM should be embedded in a \\imp SFM like this \\+rgi					
TNND	350	29	TRUE	char	ros	5	not(substring(node()[last()],string-length(text()[last()]),1) = ' ' ) or $lastchar != ' '		mid	The space must be before the \\ros*, and no space after it.					
TNND	351	29.1		char	ros	5	$lastchar != ' '		mid	There should be a space before the \\ros*.					
TNND	352	29.2		char	ros	5	$postnodechar1 = ' '		post	There should not be a space after the \\ros*.					
TNND	353	29.3		char	ros	5	$pretextlastchar != ' ' and $pretextlastchar != '…'	string-length($pretextlastchar) > 0	pre	There should be a space or ellipsis before this \\ros.					
TNND	354	29.2	TRUE	char	ros	2	$postnodechar1 = ' '		post	The space must be before the \\ros*, and no space after it.					
TNND	355	30		char		0	not(@style = 'ros' or @style = 'teu' or @style = 'tre' or @closed)	substring(node()[last()],string-length(text()[last()]),1) = ' '   and not(count(following-sibling::node()) = 0) 	mid	There is a space before the closing SFM. Best to put the space after the close, except that the space should be after the numeral in a \\ros.					
TNND	356	30.2		char	tre	5	$lastchar = ' '	not(following-sibling::node()[1]/@style = 'teu')	mid	There is a space before the closing SFM. Best to put the space after the close, except if followed by \\teu.					
TNND	357	30.3		char	teu	5	$lastchar = ' '	not(following-sibling::node()[1]/@style = 'tre')	mid	There is a space before the closing SFM. Best to put the space after the close, except if followed by \\tre.					
TNND	358	31		char	ord	0	not(text() = 'st' or text() = 'nd' or text() = 'rd' or text() = 'th')		mid	The \\ord is only used for the ordinal ending after a numeral (i.e., 3rd). This one probably should be a \\ros.					
TNND	359	31.2		char	ord	3	text() = 'st'	not($preceding2char = ' 1')	mid	The preceding number does not match the ordinal letters.					
TNND	360	31.3		char	ord	3	text() = 'nd'	not($preceding2char = ' 2')	mid	The preceding number does not match the ordinal letters.					
TNND	361	31.4		char	ord	3	text() = 'rd'	not($preceding2char = ' 3')	mid	The preceding number does not match the ordinal letters.					
TNND	362	32		char	brk	0	contains(text(),'⌊') and position() > 1 and not(preceding-sibling::node()[1][@style = 'tbb']) and not(substring(following-sibling::char[1][@style = 'imp'],1,1) = '’')	not(translate(substring($presibnode1,string-length($presibnode1),1),'+ “/(‘','_+++++') = '+')	pre	This \\brk SFM is not preceded by a space or quotes or left parenthesis					
TNND	363	33		char	brk	8	contains(text(),'⌋') and not(parent::*[@style = 'ros'])	pre-inline=imp rgi rgm	pre	This \\brk SFM should only occur immediately after an \\imp* or \\rgi* SFM, except if in a \\ros ...\\ros*.					
TNND	364	34		char	brk	5	string-length(text()) != 1			This \\brk SFM can contain only ⌊ or ⌋ but this does not match either of those.					
TNND	365	35		char	imp	5	post-inline=brk rgi rgm		post	This implied bracket sequence is incomplete or incorrect (it should be: \\brk ⌊\\brk*\\imp...\\imp*\\brk ⌋\\brk*)					
TNND	366	36		char	imp	8	pre-inline=brk rgi		pre	This \\imp...\\imp* should be preceded by \\bk ⌊\\bk*, or a \\rgi and a space, or removed; or there is an extra space somewhere.					
TNND	367	37	TRUE	char		11	@closed = 'false'	substring(@style,1,1) != 'f'		This character SFM is not closed. No end marker was found.					
TNND	368	38	TRUE	char		0	string-length(text()) = 0 and not(*)			This character SFM is empty					
TNND	369	39		char	brk	5	contains(text(),'⌋') and not(position() = last()) and not(parent::cell)	not(translate(substring($postsibnode1,1,1),'+ ,.?!:;”’)','_++++++++++') = '+')	post	This \\brk SFM is not followed by a space or punctuation					
TN	370	C01		char		9	preceding-sibling::*[1]/@style = @style and preceding-sibling::*[1]/@style != 'brk'	preceding::text()[1] = ' '	pre	There is an erroneous \\xxx* \\xxx, where ‘xxx’ is the same in both cases.					
TN	371	C04		char		11	@closed = 'false'	substring(@style,1,1) != 'f'		This character SFM is not closed. No end marker was found.					
TN	372	C05.1		char		0	string-length(text()) = 0 and not(*)	not(@closed = 'false')		This character SFM is empty					
TN	373	C05.2		note		10	string-length(.) = 0 and not(*) and string-length(@caller) = 0			This note SFM is empty					
TN	374	C05.3		note		5	string-length(@caller) > 1			This note SFM has text but no caller. The text should be in an \\ft.					
TN	375	C06.1		note	f		not($lastnodelast4charmod = '$$$%' or $lastnodelast4charmod = '$$%”' or $lastnodelast4charmod = '%’ ”')	string-length($lastnodelast4charmod) = 4	mid	Footnotes must end with sentence-final punctuation.					
TN	376	C06.2		note	f		not(contains($lastnodelast4charmod,'%'))	string-length($lastnodelast4charmod) = 3 or string-length($lastnodelast4charmod) = 2  or string-length($lastnodelast4charmod) = 1	mid	Footnotes must end with sentence-final punctuation.					
TN	377	C06.3	TRUE	note	f		not($next2lastnodelast4charmod= '$$$%' or $next2lastnodelast4charmod= '$$%”' or $next2lastnodelast4charmod = '%’ ”')	string-length($lastnodelast4charmod) = 0 and string-length($next2lastnodelast4charmod) = 4 	mid	Footnotes must end with sentence-final punctuation.					
